key,no,question_key,subject,answer,rater_1,rater_2,rater_3,rater_4,rater_5
std-kuis-119,119,kuis-1,kuis,"Veracity means that big data has vulnerabilities in terms of accuracy, especially if the volume of data is greater, the more likely the data is inaccurate. Therefore, it requires depth in analyzing to get the right decision. Value means that big data has a high value if it is processed and used appropriately which will determine the decisions we take. Obtained when all data has gone through the four processes, namely Variety, Velocity, Volume, and Veracity.",5,5,5,5,5
std-kuis-120,120,kuis-1,kuis,"Veracity and Value. Veracity is big data that has about the validity of data, whether the data can be trusted or not. It is very important that the validity of data can be trusted and maintained. The abundance of data will be related to the accuracy or validity of the data set. The truth of information that has been produced cannot be controlled if the data owned is invalid. However, Big Data has technology that can be used for analysis so that it will make it easier to overcome data inaccuracy. The more data, the accuracy of the information produced will be less accurate if processed incorrectly. While Value is the value of data that determines the decision taken after processing all data. Value greatly determines the sustainability of decision making. Therefore, big data provides a search engine that has SEO or search engine optimization to provide recommendations for the search process.",5,5,5,5,5
std-kuis-121,121,kuis-1,kuis,"Veracity means that big data has vulnerabilities in terms of accuracy and validity, so it requires depth to analyze big data in order to produce the right decision. Value means that big data has a very high value if processed in an appropriate way.",5,5,5,5,5
std-kuis-122,122,kuis-1,kuis,"varicity This characteristic is related to the accuracy or validity of the data set. Big data has technology that can be used for analysis, making it easier to overcome data inaccuracy. So that the data in the data has validity so that it can be trusted and prevent information that has been produced from being uncontrolled because the data is invalid. Value This characteristic is related to the value of the data set, because in conducting data analysis, value is needed and generated from each data. In big data, after data processing, a value will be obtained which is then used to determine the decision to be taken.",3,3,5,4,5
std-kuis-123,123,kuis-1,kuis,"1. Veracity Big data has vulnerabilities in terms of accuracy and validity so that it requires depth to analyze big data in order to produce the right decision. The character of veracity refers to how accurate and reliable a data is. This aspect concerns the accuracy of data whether it can be trusted or not. With the many forms of data, the truth about information becomes less controlled. Through analysis technology, we can avoid inaccuracies in big data because the larger the volume of data, the less accurate the data will be. 2. Value The value of data determines the decisions we make after processing all the data. Without knowing the value of data, we will have difficulty or even make mistakes in taking the next step. Big data has a very high value if it is processed in an appropriate way or it can also be said how valuable or meaningful the data is.",5,5,5,5,5
std-kuis-124,124,kuis-1,kuis,"1. Veracity Big Data has vulnerabilities in terms of accuracy and validity so that it requires depth to analyze big data in order to produce the right decisions. The character of veracity refers to how accurate and reliable the data is. 2. Value Value means that big data has a very high value if it is processed in an appropriate way or it can also be said how valuable or meaningful the data is. For example, the employee biodata of a food raw material sales company will not be valuable for the purposes of analyzing the prediction of raw material sales to customers. The data may not be important and not valuable for one thing, but it can be very important and very valuable for another. Data that has no value in any part will not be filtered in the Big Data analysis application system.",5,5,5,5,5
std-kuis-125,125,kuis-1,kuis,"Other 2Vs that are characteristics of Big Data are Veracity, which means an assessment of the reliability or truth of the source and type of existing data, and Value, which means that the data must be relevant to the existing problem so that it can be an effective and accurate solution.",5,4,5,4,4
std-kuis-126,126,kuis-1,kuis,"Veracity means that big data has vulnerabilities in terms of accuracy and validity, so it requires depth to analyze big data in order to produce the right decision. Value means that big data has a very high value if it is processed in an appropriate way or it can also be said how valuable or meaningful a data is.",5,5,5,5,5
std-kuis-127,127,kuis-1,kuis,"Characteristics of big data other than those explained in the module, namely, VERACITY means big data has vulnerabilities in terms of accuracy and validity so that it requires depth to analyze big data in order to produce the right decision. VALUE means big data has a very high value if processed in an appropriate way.",5,5,5,5,5
std-kuis-128,128,kuis-1,kuis,"1. Value Value is a function of data. Very high value can be obtained when big data is managed well. 2. Veracity Veracity is the vulnerability of accuracy and validity of big data. In order to produce the right decision, veracity requires depth to analyze big data. The truth of the data set can be traced back to the source in some cases, . When multiple sources are combined, for example to increase variation, interactions across data sets and non-homogeneous data quality landscapes can be difficult to track",5,5,5,5,5
std-kuis-129,129,kuis-1,kuis,"Volume. In the era of IoT Internet of Things, data is generated not only by humans, but also by machines. Human and network interactions in systems such as social media make the data that must be analyzed very large. Variety. Refers to the heterogeneity of the diversity of data sources, both structured and unstructured data. Starting from the form of spreadsheets and databases, to the present day it is available in the form of email, photos, videos, audio, and others. Velocity. Covers the speed at which data moves in such as from business processes, machines, social media networks, electronic devices, and others. The flow of data becomes very large and continuous. Validity. The data taken must be correct and accurate according to what is to be used. Valid data is one of the keys to making the right decisions. Veracity. Refers to data inconsistencies that can occur at any time, thus inhibiting the process of processing and managing data effectively.",2,3,3,3,3
std-kuis-130,130,kuis-1,kuis,"Veracity, dan value",2,2,2,2,2
std-kuis-131,131,kuis-1,kuis,"Big Data Variation refers to structured, unstructured, and semi-structured data collected from various sources. In the past, data could only be collected from spreadsheets and databases, now data comes in various forms such as emails, PDFs, photos, videos, audios, SM posts, and many more. Variation is one of the important characteristics of Big Data. Volume is one of the characteristics of Big Data. We already know that Big Data denotes the huge volume of data generated every day from various sources such as social media platforms, business processes, machines, networks, human interactions, etc. A large amount of data is stored in data warehouses. These are the characteristics of Big Data.",1,1,1,1,1
std-kuis-132,132,kuis-1,kuis,"VERACITY Big data has vulnerabilities in terms of accuracy so that it requires depth to analyze big data in order to produce the right decision. The character of veracity refers to how accurate and reliable the data is. VALUE Value means how valuable or meaningful the data is. The data may not be important and valuable for one thing, but it can be very important and very valuable for another. Data that has no value in any part will not be filtered in the Big data analysis application system.",5,5,5,5,5
std-kuis-133,133,kuis-1,kuis,"Veracity means that big data has vulnerabilities in terms of accuracy and validity, so it requires depth to analyze big data in order to produce the right decisions. Value means that big data has a very high value if processed in an appropriate manner.",5,5,5,5,5
std-kuis-134,134,kuis-1,kuis,"Varicity and Value. Varicity is about the validity of the data, whether it is reliable or not. The larger the volume, the greater the chance of data inaccuracy. Value is a decision taken from data. Utilizing data value will make work much more efficient.",3,3,5,4,4
std-kuis-135,135,kuis-1,kuis,"veracity: the quality or trustworthiness of data. Collecting data if you are not sure that the resulting analysis is reliable. value: the value of the data collected, but if there is no value that can be collected then it will be a nuisance and only hinder the data analysis process.",5,5,5,5,5
std-kuis-136,136,kuis-1,kuis,"Value: is how valuable or meaningful the data is. A data may not be valuable for one case, but can be very important for another case. Data that has no value in any case will not be filtered in the Big Data analysis application system. Veracity honesty: refers to how accurate and trustworthy the data is. Data that does not have the character of honesty or authenticity will not be filtered into the analysis system.",5,5,5,5,5
std-kuis-137,137,kuis-1,kuis,Value and veracity,2,2,2,2,2
std-kuis-138,138,kuis-1,kuis,Veracity Veracity means that Big Data has vulnerabilities in terms of accuracy and validity so that it requires in-depth analysis in order to provide precise and accurate results. Value Value means that Big Data has a very high value if processed in an appropriate manner.,5,5,5,5,5
std-kuis-139,1,kuis-2,kuis,"An example of Big Data implementation is in the field of Business Economics where Big Data stores each customer's savings account data in a large container. When a process such as withdrawing money, sending money, a certain procedure is needed to be able to process it.",2,2,2,2,2
std-kuis-140,2,kuis-2,kuis,"Examples of big data implementation in tourism, namely the use of big data to map potential and strengthen various aspects of the tourism sector and the creative economy. For example, the use of big data on various social media platforms to promote a tourist destination.",2,2,3,3,2
std-kuis-141,3,kuis-2,kuis,"In the pharmaceutical field, Big Data can be used to reduce the risk of prescription errors in dispensing drugs to patients. This error is the administration of drugs that are different from the prescription from the results of previous examinations carried out by the patient. Big data can summarize patient data and patient examination data completely so as to minimize human error and with the data it can also be known the patient's medical history and what drugs the patient has used so that it can be a reference for doctors to determine what drugs will be given to the patient. .",2,2,2,2,3
std-kuis-142,4,kuis-2,kuis,"The SIMRS hospital information system will summarize all patient data and patient examination data. With the recapitulation of patient data, it is expected to help medical personnel in reducing drug prescription errors and can summarize patient transaction data in depth. For this reason, it is necessary to implement Big Data which aims to analyze patient recapitulation data to help medical personnel in reducing drug prescription errors.",2,2,2,2,2
std-kuis-143,5,kuis-2,kuis,"Big data is used for biometric data storage and CCTV cameras, and AI face recognition is used, usually used in security systems in authoritarian countries. If recorded by CCTV, the authorities can easily search for or find out the identity of the person in real time. This can make it easier for the government to monitor its people.",2,1,3,3,2
std-kuis-144,6,kuis-2,kuis,Livestock transportation is one of the significant factors in the spread of disease. Livestock that are moved from one area to another can carry disease agents that can infect other livestock in the new area. An example of big data that can be implemented in the field of veterinary medicine is livestock traffic rate data. This data can later be used to track animal movements and animal diseases.,2,2,2,2,2
std-kuis-145,7,kuis-2,kuis,An example of the implementation of Big Data in the pharmaceutical sector is a collection of data on drug distribution data such as the number and availability of drugs in all drug distribution areas.,2,2,2,2,2
std-kuis-146,8,kuis-2,kuis,"Examples of big data implementation in the veterinary field: 1. Mapping the location of zoonotic infectious diseases from animals to humans and/or endemic diseases in animals in Indonesia and their distribution per province, as well as analysis of the possibility of new disease trends. 2. Centralized patient data integration so that animals brought to the registered RSH clinic will have their data directly stored and their disease history will be directly recorded.",3,3,3,3,3
std-kuis-147,9,kuis-2,kuis,"example of big data implementation, namely PAQUES Parallel Query System has a working methodology called SECAV, consisting of search, extract, correlate, aggregate, and visualize. PAQUES plays a very important role in the health sector in addition to being able to process large amounts of data, by using paques, it can be used to search for useful information quickly.",2,2,2,2,2
std-kuis-148,10,kuis-2,kuis,"example of big data implementation in the elins sector, namely e-commerce product recommendations to social media users, according to goods that have been searched for several times or recently by social media users. implementation of big data to provide supervision to social media users",2,2,3,2,2
std-kuis-149,11,kuis-2,kuis,"Big data in electronic ticketing, where the ticketing process uses CCTV that is connected to police data or Samsat which has data from each vehicle. so that the ticketing process is carried out cumulatively at the time of tax payment.",2,1,2,2,2
std-kuis-150,12,kuis-2,kuis,"There are several implementations of modern computing in mathematics. The application of mathematical computing techniques includes scientific computing, scientific data mining, scientific process control, numerical methods, finite difference methods, finite element methods, and other methods to solve large-scale real problems.",2,2,3,3,2
std-kuis-151,13,kuis-2,kuis,"One example of the application of Big Data in the health sector is a hospital information system that summarizes all patient data and patient examination data. With the recapitulation of patient data, it is expected to help medical personnel reduce prescription errors and can summarize patient transaction data in depth. The implementation of Big Data in recording patient data serves to prevent errors in prescribing or administering drugs to patients.",2,2,2,2,2
std-kuis-152,14,kuis-2,kuis,"An example of the implementation of big data in the health sector, especially pharmacy, is patient medical record data including prescriptions for drugs that have been redeemed, a list of drug allergies.",2,2,2,2,2
std-kuis-153,15,kuis-2,kuis,"In the pharmaceutical field, big data can be used to minimize the occurrence of errors in administering medication to patients. The large number of patients who undergo examinations and purchase medication can cause medical errors such as administering incorrect drug doses, resulting in drug overdoses that can result in suboptimal therapeutic goals. In this case, big data can be used to track the patient's medical records, patient personal data, and patient treatment history so that the right type of treatment can be selected and reduce errors in administering medication.",2,2,2,3,2
std-kuis-154,16,kuis-2,kuis,"An example of big data implementation in the pharmaceutical field is the use of online pharmacies. The doctor will prescribe a prescription through a file then the patient just sends it to the pharmacy so that data is collected on several drugs that have been used by the patient, can find out the patient's allergies to drug use, and can remind the patient's medication schedule so that there is no drug abuse.",2,2,2,3,2
std-kuis-155,17,kuis-2,kuis,"An example of Big Data implementation in the pharmaceutical field is by using different and structured software to record medicines in pharmacies and hospitals. So, with Big Data, all information on medicines that will or have been consumed by patients can be stored neatly and easily tracked or traced if necessary.",2,2,2,2,2
std-kuis-156,18,kuis-2,kuis,"Big Data Implementation in Transportation. In-depth analysis of transportation data on bus schedule patterns, empty parking areas, and congestion on a bus. This information can make things easier for us and also has the potential to develop transportation facilities in Indonesia.",2,2,2,3,2
std-kuis-157,19,kuis-2,kuis,"In general, mathematics can be said to be the basis of Big Data. This is because in conducting data analysis, of course, a lot of knowledge in the field of mathematics is used, especially statistics. Thus, it can basically be said that the implementation of Big Data in every field is the implementation of Big Data in the field of mathematics. Here are examples of Big Data implementations, namely: Development of a forecasting system for the number of cases of a particular disease per week per region based on previously collected disease data. Of course, to create a system that has a high level of prediction accuracy, a large amount of Big Data is needed, so that the system or program that is compiled can make predictions based on the many cases of data that have occurred. In this implementation, in addition to using Big Data, knowledge in the fields of statistics and mathematics is also needed, especially regarding regression or statistical forecasting. Optimization of logistics delivery routes by a company. To create an optimization program, a large amount of Big Data is needed to ensure the accuracy of the algorithm. In this implementation, in addition to using Big Data, knowledge in the fields of mathematics and computer science is also needed, especially regarding graph theory and operations research.",3,3,3,3,2
std-kuis-158,20,kuis-2,kuis,"Big Data implementation in pharmacy is: Electronic medical records (EMR) are a form of healthcare technology used by providers and patients to access and manage medical information. Clinical data stored in EMRs can be used to identify patients who are at risk for complications and would benefit from early intervention or proactive care. EMRs also contain financial, operational, and genetic data that can be used to evaluate the appropriateness of treatment options for each patient. This data can be used by pharmacy directors to identify problems and develop strategies for resolution or cost reduction.",2,3,3,3,2
std-kuis-159,21,kuis-2,kuis,"I come from a health nutrition study program, so the field I study is certainly related to food, consumption, and health. One of the things that must be fulfilled and is a crucial component in the community's diet is related to food safety. WHO has recently used a Big Data approach to support decision-making in food safety which resulted in a food safety platform FOSCOLLAB, to provide integration of various disciplines. In this platform, structured and unstructured data from various sectors such as animals, agriculture, food, public health and economic indicators are integrated and available to users through several dedicated dashboards. The data sources connected in FOSCOLLAB are the Evaluation of the Joint FAO WHO Expert Committee on Food Additives JECFA and The Joint FAO WHO Meeting on Pesticide Residues JMPR data base on chemical risk assessment, the WHO database at the Collaborating Center and GEMS food on food consumption and chemical content in food. Information from additional data will be integrated as the FOSCOLLAB platform develops which will support actors operating in food and feed risk analysis, for example in analyzing the risk of contamination or contamination in a food ingredient.",3,3,3,3,2
std-kuis-160,22,kuis-2,kuis,"Smart Cars, the application in this case is one of those implemented by Tesla in its electric car variants. Where Big Data is applied to support automatic driving optimization with little or no driver assistance. This data is obtained from the reading results of each car sold to each driver, where with the variation of each driver's driving experience will increase the volume of existing data. This greatly supports software optimization using AI, Deep Learning, etc. which is applied periodically to each car.",2,2,2,3,2
std-kuis-161,23,kuis-2,kuis,- to form the microprocessor of Unmanned Aerial Vehicle - to form the AI ​​of a robot,1,3,3,1,1
std-kuis-162,24,kuis-2,kuis,"In the pharmaceutical field, big data is used to display drug analytics and statistics so that the head of pharmacy can see areas that need attention more quickly and efficiently. In addition, big data can also be used to store information about patient electronic medical records so that patient needs can be known and doctors can receive responses about patients quickly through an application.",3,3,3,3,2
std-kuis-163,25,kuis-2,kuis,"An example of Big Data implementation in the field of nutrition is the calculation of a person's nutritional needs and fulfillment in real time, simply by entering data in the form of age, gender, weight, and height. The system will display recommendations for nutritional needs and fulfillment of daily nutritional intake for a person.",2,2,2,2,2
std-kuis-164,26,kuis-2,kuis,"An example of Big Data implementation in the field of literature is in literary criticism or research. In big data sites such as Kaggle, for example, it can present big data about the desired literature.",2,2,2,2,2
std-kuis-165,27,kuis-2,kuis,"In the field of nutrition, one of the databases needed is a database on food consumed by the client. This food-related database is usually found in an application for laptops called nutrisurvey. However, the food database in the application is incomplete so that an input process is needed for types of food that are not in the database or foods that have different composition variations in the database. This is very troublesome because this input process is only carried out on one nutrisurvey application on one laptop computer. So, when a nutritionist wants to change devices, or for example in conditions that do not allow him to bring his device, this input process must be done from the beginning again. Therefore, Big Data can be implemented. Big Data that is created is related to food and its composition and calorie value which can later be accessed and edited by all nutritionists in Indonesia, so that later its use will be easier.",2,2,2,2,2
std-kuis-166,28,kuis-2,kuis,"Pharmaceutical Field: the existence of databases for bioinformatics research such as in the following links: https:www.ncbi.nlm.nih.gov biotechnology analysis and journals https:www.proteinatlas.org cancer database https:www.uniprot.org protein database In addition, there is also software such as MoE for molecular docking and KNIME to find out to collect nodes related to bioinformatics research.",2,3,3,3,2
std-kuis-167,29,kuis-2,kuis,"Big Data in the pharmaceutical sector, for example, is cooperation between pharmaceutical industries. For example, a pharmaceutical company cooperates with another pharmaceutical company, so if one of the researchers finds a drug, the companies can see each other's drug findings from other companies that have collaborated.",2,2,2,2,2
std-kuis-168,30,kuis-2,kuis,"Big data in the health sector such as in the processing of epidemiological data. For example, in the case of Covid 19, data can be collected on how many are infected, who died, and patients recovered. From this data, case fatality rates, incident values, areas with the highest death rates, and the highest recoveries can also be processed. Even with big data, the duration of recovery can also be estimated.",2,3,2,3,2
std-kuis-169,31,kuis-2,kuis,Big Data in pharmaceuticals can be used to track drug shortages and the reasons why they occur. The use of Big Data also helps the pharmaceutical department to manage the distribution process by tracking when drug supplies will run out based on buyer habits. And it can also minimize excess inventory by giving the frequency of unpopular drugs used.,2,3,2,3,2
std-kuis-170,32,kuis-2,kuis,"One example of Big Data in the health sector is that we know that patient health history data is often not well documented. So that every time a patient undergoes an examination at a different hospital, a re-scanning of the patient's medical history is required. For this reason, big data is present as a solution to renew the patient's health history recording system. So that when a patient undergoes an examination, check-up, or whatever, it does not have to be at the same hospital. The patient's health history data will be stored on the health service server so that later it will make it easier for health workers to help follow up on patients more quickly and efficiently.",2,3,2,2,2
std-kuis-171,33,kuis-2,kuis,"Software for nutritionists as a database to be able to enter data on the results of calculating nutritional value on a food menu with modern food types. Nutritional value data from various modern foods spread throughout Indonesia can be used to make it easier to calculate the total calories eaten per day through an application, for example nutrisurvey. Calculating total calories becomes easier because someone does not need to enter each food ingredient one by one, but simply type in the name of the food and can already know how much nutritional value the menu has and then can be used in the daily total calorie calculation application.",2,3,2,2,2
std-kuis-172,34,kuis-2,kuis,"Pharmacy pharmacies are faced with managing a large amount of medical supplies. If not supported by adequate systems and data, it will be difficult to manage existing supplies. Therefore, it is important to utilize data through a good system. Utilizing data will provide broad opportunities for pharmacies to reduce costs and optimize cash flow, as well as improve operational efficiency and patient outcomes. So with Big Data, all health information and patient drug management are centralized so that it is easy to process and analyze to find out detailed information about what therapy is most appropriate for the patient.",2,3,2,3,2
std-kuis-173,35,kuis-2,kuis,"The implementation of Big Data in the pharmaceutical field is by utilizing data that will provide broad opportunities for pharmacies to optimize cash flow, improve operational efficiency. With this Big Data, all health information and patient drug management are centralized so that they are easy to process and analyze to find out detailed information about what therapy is most appropriate for the patient, as a result, treatment outcomes can be achieved.",2,2,2,3,2
std-kuis-174,36,kuis-2,kuis,"Pharmacy pharmacies are faced with managing a large amount of medical supplies. If not supported by adequate systems and data, it will be difficult to manage existing supplies. Therefore, it is important to utilize data through a good system. Utilization of data will provide broad opportunities for pharmacies to reduce costs and optimize cash flow, as well as improve operational efficiency and patient outcomes. Implementation of the use of Big Data in the pharmaceutical sector can be used to obtain patient personal data that can be used to reduce party errors.",2,2,2,3,2
std-kuis-175,37,kuis-2,kuis,One of the implementations of Big Data in the pharmaceutical field is in conducting clinical trials where patients who will undergo clinical trials can meet certain requirements through a database that will be monitored for clinical trials in real time. This can also be used to more quickly predict the side effects of certain drug compounds before clinical trials are conducted.,2,2,2,3,2
std-kuis-176,38,kuis-2,kuis,"In the field of pharmacy or health, for example, there is software that can be used to record patient data. So that the data that can be given to the health service can be recorded differently for each patient. So that information about health can be more centralized, easy to process, and easy to access.",2,2,2,2,2
std-kuis-177,39,kuis-2,kuis,"1. Examples of big data implementation in the field of nutrition and health: - Utilization of big data on weight, height, health status, economic status, and description of the eating patterns of the Indonesian population to determine the nutritional adequacy of AKG - Utilization of big data in the field of genetics to formulate individual diet recommendations for personalized based nutrition because each individual has different recommendations.",3,2,3,3,3
std-kuis-178,40,kuis-2,kuis,"The implementation of Big Data in the field of health nutrition can be used to monitor nutritional problems, such as stunting, obesity, and other nutritional problems. The data can be analyzed in a structured way using Big Data.",2,2,2,2,2
std-kuis-179,41,kuis-2,kuis,Social Media: Getting public sentiment on an issue being discussed through social media. Marketing: Conducting analysis so that only the products we want or are looking for will appear in the ad column. Education: Knowing the effectiveness of the implemented education policy and implementing online learning activities. Health: Analyzing the patient's vital condition using sensors from available medical devices to immediately take the fastest action.,3,3,3,3,3
std-kuis-180,42,kuis-2,kuis,"In the field of nutrition, big data analysis can be used to find information such as about the eating patterns of people in a region or country, diets that should be recommended for patients with certain diseases, diet trends to prevent obesity, and so on. Big data analysis can support nutritionists in improving the efficiency of diets, health advice, and improving the ability to handle clients who need the help of nutritionists in maintaining health.",2,2,2,3,2
std-kuis-181,43,kuis-2,kuis,"Pharmaceutical field - Drug distribution data in a pharmaceutical company. - Website that is always updated regarding drug dosage forms, indications, how to use, etc.",2,2,3,2,2
std-kuis-182,44,kuis-2,kuis,"Big data implementation: increasing state revenue The use of Big Data in the government system will increase state revenue. The use of Big Data will reduce the burden on infrastructure, thereby reducing the amount of state expenditure. The use of Big Data technology will be able to analyze the data and will also be useful in various government sectors such as export-import, agriculture, trade, and even tourism, which will have an impact on increasing state revenue.",2,2,2,1,2
std-kuis-183,45,kuis-2,kuis,"In the pharmaceutical sector, big data, for example, is the use of different software in each pharmacy to record patient prescriptions and document prescription formulas. This causes the data sent to the health department to differ for each software. Therefore, with big data, all prescription data from each pharmacy becomes centralized, making it easier to process and analyze.",2,2,2,2,2
std-kuis-184,46,kuis-2,kuis,"In the field of research and development of the pharmaceutical industry, companies can conduct clinical trials using big data technology and predictive analysis. Patients selected for these clinical trials can meet certain requirements found through several databases and researchers can monitor clinical trial participants in real-time. By implementing this technology, researchers can also predict the potential side effects that arise from a particular compound before clinical trials are conducted.",2,2,2,2,2
std-kuis-185,47,kuis-2,kuis,"In implementing a national scale food consumption survey, the aims include: Determining the level of adequacy of national food consumption Determining legislation relating to food, health and public nutrition Knowing the national food supply in a region or country",1,2,3,3,2
std-kuis-186,48,kuis-2,kuis,"There are several examples of modern big data computing implementations in the field of mathematics, including scientific computing, scientific data mining, scientific process control, numeric methods, and other methods to solve large-scale real problems.",2,2,3,3,2
std-kuis-187,49,kuis-2,kuis,"One example of the application of Big Data can be done in skin care places in Indonesia. Currently, many people go to skin care places to beautify their faces and maintain healthy skin. The application of big data can be used to record complaints from patients from different clinics so that services can be faster because they already know the patient's previous history. In addition, this big data can be used to record drugs in the industry and match them with those in pharmacies. This can be useful for knowing what types of drugs are in the factory, which are already in pharmacies, and which are in the distribution process. So it will make it easier to process products",2,3,3,3,2
std-kuis-188,50,kuis-2,kuis,"An example of big data implementation in nutrition is a complete food nutritional content database that can be accessed by the entire community. This database is combined with IoT where we can enter our nutritional status and health and the diet program that is being run. Later when shopping, the barcode on the product can be scanned using a smartphone and the smartphone provides results such as red for not allowed at all, orange for allowed but in small amounts, green for allowed to be consumed in large quantities. That way, people do not need to manually check the nutritional content of the product and can choose healthier products.",2,2,2,2,2
std-kuis-189,51,kuis-2,kuis,"To see the direction of social trends, knowledge of these trends can be used as a basis for business decisions.",1,1,2,1,1
std-kuis-190,52,kuis-2,kuis,"An example of the application of big data is in preventing drug prescribing errors in hospitals, the large number of people who redeem drugs in hospitals creates a high vulnerability to prescribing errors, for this reason big data is created by summarizing all patient data and examination data so that it can minimize errors in prescribing.",2,2,2,2,2
std-kuis-191,53,kuis-2,kuis,"An example of big data in the pharmaceutical field is IBM, a giant IT company in the world, developing the KNOWLEDGE INTEGRATION TOOLKIT KNIT application which aims to create a hypothesis of the direction of drug development based on scientific literature found in various research databases. The application, which was developed together with Baylor College of Medicine, is expected to be able to help researchers to streamline the research that will be carried out. With this application, researchers can reduce experiments carried out by trial and error so that they can streamline research in terms of time and economy. The KnIT application combines the processes of DATA MINING AND EXTRACTION, VISUALIZATION, AND ANALYSIS to identify facts that are relevant to the desired topic. These facts are then analyzed and will produce new, interesting hypotheses that are likely to be proven true.",2,3,2,2,2
std-kuis-192,54,kuis-2,kuis,"One of the implementations of Big Data in Pharmacy is to help pharmacies improve efficiency and operational costs. Inventory control is a critical part of a pharmacy's ability to manage patient care and maintain profitability. Data allows for more accurate inventory tracking, so supply disruptions do not occur and pharmacists can take advantage of bulk purchases and special pricing offers.",2,2,2,2,2
std-kuis-193,55,kuis-2,kuis,"In the field of Pharmacy we can collect data on several viruses that can be identified which are closest to curing Covid-19. In the field of health, big data on sufferers of diseases during epidemics or pandemics can be collected, analyzed, in order to provide useful conclusions in the future. In the field of Marketing, someone can look for what trends can be used to follow the current market or what is trending and in the field of Social Media we can also search and collect how to tidy up Instagram feeds or how to post to look cool and contemporary.",3,3,3,3,2
std-kuis-194,56,kuis-2,kuis,"SISRUTE: Is a system used to refer patients between hospitals, so that patient data can be shared between hospitals concerned. In addition, a hospital will usually have a system that provides access for each medical officer containing information about the patient.",2,2,2,2,2
std-kuis-195,57,kuis-2,kuis,Software used to calculate and store client-patient nutritional intake data,1,1,2,2,1
std-kuis-196,58,kuis-2,kuis,"One example of the implementation of Big Data in the field of Pharmacy is to increase the efficiency and operational costs of distributing drugs to patients in the pharmacy archiving management system. What is meant is inventory control which is an important part of the pharmacy's ability to manage patient care and maintain pharmacy profits. One example of the application of inventory control is archiving patient medical records along with the history of drugs consumed and allergies in a database that can be accessed through licensing between one hospital and another. The data collected allows for more accurate inventory tracking between the previous hospital or pharmacy and the current hospital or pharmacy that has different archiving of patient medical records, so that disruptions in the supply of drugs and therapy do not occur. This is very useful when an emergency case occurs that does not allow for calling the previous hospital history if the patient is unconscious and lives alone without a family which makes it difficult to confirm the patient's medical record information.",2,2,2,3,2
std-kuis-197,59,kuis-2,kuis,Psychology: Anxiety levels in people who have anxiety in certain areas,1,1,1,1,2
std-kuis-198,60,kuis-2,kuis,"An example of Big Data implementation that I know is about Valence Health. Valence Health is used to improve the quality of service and reimbursements in the health sector. Valence Health uses Hadoop to build a data lake which is the main storage of company data. Valence processes around 3000 inbound data feeds with 45 types of data every day. The data processed includes lab test results, medical record data, doctor's prescriptions, immunizations, drugs, claims and payments, and claims from doctors and hospitals which are used to inform decisions in increasing both income and reimbursement.",2,2,2,3,2
std-kuis-199,61,kuis-2,kuis,"TAX The application of Big Data can be used in the field of taxation. Big data can be used to increase state tax revenue by making it easier for the Directorate General of Taxes to collect data from family trees so that they can find out the goods and amount of wealth owned. In addition, Big data can help the Directorate General of Taxes to check whether taxpayers have paid taxes or not. TRANSPORTATION Big Data is also applied in the field of transportation. Big data can convert data on the GPS owned by drivers into speed, acceleration, and stopping duration, which data will be used to provide recommendations for the best time to travel.",3,3,3,4,3
std-kuis-200,62,kuis-2,kuis,"example in electronics and instrumentation study program: in the attendance system with face recognition. big data is used in the process of storing facial image data and identity of people registered in the system. big data processing is used when attendance begins and facial images are recognized for similarity with existing data stored. Furthermore, the system will determine 1 most appropriate face and process the attendance of that person that the person is recorded as absent that day.",2,2,2,2,2
std-kuis-201,63,kuis-2,kuis,"In the field of pharmacy, big data can be implemented to convert information from data sets regarding prescriptions, drug redemptions from prescriptions, frequency of drug purchases, most widely used drugs, drug availability and other things so that it is easier for pharmacists to control drug availability and drug inflows can be monitored through analytical and statistical information, so that through the implementation of this big data, pharmacists as those responsible can monitor it more easily.",2,2,3,3,2
std-kuis-202,64,kuis-2,kuis,"In the pharmaceutical sector, there is data collection on the number of prescriptions, drug redemptions, purchase frequency, and many other aspects, where this data collection is very large. Therefore, the use of Big Data makes it very easy for pharmacists to track how often patients refill their prescriptions on time and when they are late. The use of Big Data also helps the pharmacy department to manage the reverse distribution process by tracking when drug supplies will run out based on buyer habits.",2,2,3,3,2
std-kuis-203,65,kuis-2,kuis,"Implementation of big data in the field of librarianship: Big data in online libraries via smartphone applications can be processed using data mining, with associations that will produce relationships. If the big data is the borrower, then it can produce relationships between borrowed collections. If the online library can use the wishlist and queue features, then the existing data can be analyzed, for example how many are queuing for one book and allow librarians to make decisions to add to the collection. Then, for the wishlist, if the borrower adds many books to the wishlist, the pattern can also be searched for and the borrower can be given recommendations according to what is on his wishlist.",2,2,3,2,2
